instance,family,vcpu,memory,cpu,arch,gpu,gpu_mem,net,storage,gen,usd_hr
c5.9xlarge,Compute optimized,36,72 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,10 Gigabit,EBS only,Yes,1.53
m7i-flex.8xlarge,General purpose,32,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.53216
m6i.8xlarge,General purpose,32,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,EBS only,Yes,1.536
m5.8xlarge,General purpose,32,128 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,EBS only,Yes,1.536
gr6.4xlarge,GPU instance,16,128 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,Up to 25 Gigabit,1 x 600 GB NVMe SSD,Yes,1.5392
i7ie.3xlarge,Storage optimized,12,96 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 25 Gigabit,1 x 7500 NVMe SSD,Yes,1.5594
r6idn.4xlarge,Memory optimized,16,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 50000 Megabit,1 x 950 NVMe SSD,Yes,1.56312
x8g.4xlarge,Memory optimized,16,256 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,EBS only,Yes,1.5632
m9g.8xlarge,General purpose,32,128 GiB,AWS Graviton5 Processor,64-bit,,NA,17000 Megabit,EBS only,Yes,1.56544
c8gd.8xlarge,Compute optimized,32,64 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,1.56768
c4.8xlarge,Compute optimized,36,60 GiB,Intel Xeon E5-2666 v3 (Haswell),64-bit,,NA,10 Gigabit,EBS only,Yes,1.591
m8i-flex.8xlarge,General purpose,32,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.6088
m7i.8xlarge,General purpose,32,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,12500 Megabit,EBS only,Yes,1.6128
r6g.8xlarge,Memory optimized,32,256 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,EBS only,Yes,1.6128
c6id.8xlarge,Compute optimized,32,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,1 x 1900 NVMe SSD,Yes,1.6128
g5.4xlarge,GPU instance,16,64 GiB,AMD EPYC 7R32,64-bit,1,24 GB,Up to 25 Gigabit,1 x 600 GB NVMe SSD,Yes,1.624
c6g.12xlarge,Compute optimized,48,96 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,EBS only,Yes,1.632
c7a.8xlarge,Compute optimized,32,64 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,1.64224
m5ad.8xlarge,General purpose,32,128 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,2 x 600 NVMe SSD,Yes,1.648
f1.2xlarge,FPGA Instances,8,122 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,Up to 10 Gigabit,1 x 470 NVMe SSD,Yes,1.65
x2iedn.2xlarge,Memory optimized,8,256 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,Up to 25 Gigabit,1 x 237 NVMe SSD,Yes,1.66725
x1e.2xlarge,Memory optimized,8,244 GiB,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,,NA,Up to 10 Gigabit,1 x 240 SSD,Yes,1.668
x2iezn.2xlarge,Memory optimized,8,256 GiB,Intel Xeon Platinum 8252,64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,1.668
m8ine.4xlarge,General purpose,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,25 Gigabit,EBS only,Yes,1.6708
r8in.4xlarge,Memory optimized,16,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 50 Gigabit,EBS only,Yes,1.6736
r8ib.4xlarge,Memory optimized,16,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 33.33 Gigabit,EBS only,Yes,1.6736
c3.8xlarge,Compute optimized,32,60 GiB,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,,NA,10 Gigabit,2 x 320 SSD,No,1.68
hpc7g.4xlarge,Compute optimized,16,128 GiB,AWS Graviton3 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,1.6832
hpc7g.8xlarge,Compute optimized,32,128 GiB,AWS Graviton3 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,1.6832
hpc7g.16xlarge,Compute optimized,64,128 GiB,AWS Graviton3 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,1.6832
m8i.8xlarge,General purpose,32,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,EBS only,Yes,1.69344
i2.2xlarge,Storage optimized,8,61 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,High,2 x 800 SSD,No,1.705
m7gd.8xlarge,General purpose,32,128 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,1.7086
c9gd.8xlarge,Compute optimized,32,64.0 GiB,AWS Graviton5 Processor,64-bit,,NA,17 Gigabit,1 x 1900 NVMe SSD,Yes,1.7088
r7g.8xlarge,Memory optimized,32,256 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.7136
c8a.8xlarge,Compute optimized,32,64 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,15000 Megabit,EBS only,Yes,1.72432
c5d.9xlarge,Compute optimized,36,72 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,10 Gigabit,1 x 900 NVMe SSD,Yes,1.728
g4ad.8xlarge,GPU instance,32,128 GiB,AMD EPYC 7R32,64-bit,2,16 GB,15 Gigabit,1200 GB NVMe SSD,Yes,1.734
c7g.12xlarge,Compute optimized,48,96 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,1.74
x8i.4xlarge,Memory optimized,16,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.75064
c8id.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,1 x 1900 NVMe SSD,Yes,1.77408
m5d.8xlarge,General purpose,32,128 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,2 x 600 NVMe SSD,Yes,1.808
r5a.8xlarge,Memory optimized,32,256 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,1.808
r6a.8xlarge,Memory optimized,32,256 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,1.8144
c6in.8xlarge,Compute optimized,32,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,1.8144
c6a.12xlarge,Compute optimized,48,96 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,1.836
c6gd.12xlarge,Compute optimized,48,96 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,2 x 1425 NVMe SSD,Yes,1.8432
r6gd.8xlarge,Memory optimized,32,256 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,1 x 1900 NVMe SSD,Yes,1.8432
m8gd.8xlarge,General purpose,32,128 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,1.84512
c5a.12xlarge,Compute optimized,48,96 GiB,AMD EPYC 7R32,32-bit or 64-bit,,NA,12 Gigabit,EBS only,Yes,1.848
m6g.12xlarge,General purpose,48,192 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,EBS only,Yes,1.848
m7a.8xlarge,General purpose,32,128 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,1.85472
g6e.xlarge,GPU instance,4,32 GiB,AMD EPYC 7R13 Processor,64-bit,1,48 GB,Up to 20 Gigabit,1 x 250 GB NVMe SSD,Yes,1.861
h1.8xlarge,Storage optimized,32,128 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,10 Gigabit,4 x 2000 HDD,Yes,1.872
r8idb.4xlarge,Memory optimized,16,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 33.33 Gigabit,1 x 950 NVMe SSD,Yes,1.87576
r8idn.4xlarge,Memory optimized,16,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 50 Gigabit,1 x 950 NVMe SSD,Yes,1.87576
r8g.8xlarge,Memory optimized,32,256 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.88512
c8gb.8xlarge,Compute optimized,32,64 GiB,AWS Graviton4 Processor,64-bit,,NA,66.667 Gigabit,EBS only,Yes,1.896
c8gn.8xlarge,Compute optimized,32,64 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,1.896
m6id.8xlarge,General purpose,32,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,1 x 1900 NVMe SSD,Yes,1.8984
m5n.8xlarge,General purpose,32,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,EBS only,Yes,1.904
c8g.12xlarge,Compute optimized,48,96 GiB,AWS Graviton4 Processor,64-bit,,NA,22.5 Gigabit,EBS only,Yes,1.91424
c5n.9xlarge,Compute optimized,36,96 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,50 Gigabit,EBS only,Yes,1.944
m8a.8xlarge,General purpose,32,128 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,15000 Megabit,EBS only,Yes,1.94752
m7g.12xlarge,General purpose,48,192 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,1.9584
inf2.8xlarge,Machine Learning ASIC Instances,32,128 GiB,AMD EPYC 7R13 Processor,64-bit,1,32 GB,Up to 25 Gigabit,EBS only,Yes,1.96786
f2.6xlarge,FPGA Instances,24,256 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,12.5 Gigabit,1 x 950 NVMe SSD,Yes,1.98
m5zn.6xlarge,General purpose,24,96 GiB,Intel Xeon Platinum 8252,64-bit,,NA,50 Gigabit,EBS only,Yes,1.982
c7gn.8xlarge,Compute optimized,32,64 GiB,AWS Graviton3 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,1.9968
d3.4xlarge,Storage optimized,16,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 15 Gigabit,12 x 2000 HDD,Yes,1.998
m4.10xlarge,General purpose,40,160 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,10 Gigabit,EBS only,Yes,2.0
m9gd.8xlarge,General purpose,32,128.0 GiB,AWS Graviton5 Processor,64-bit,,NA,17 Gigabit,1 x 1900 NVMe SSD,Yes,2.0112
g6.8xlarge,GPU instance,32,128 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,25 Gigabit,2 x 450 GB NVMe SSD,Yes,2.0144
r5.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,EBS only,Yes,2.016
r6i.8xlarge,Memory optimized,32,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,EBS only,Yes,2.016
c7i-flex.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 18750 Megabit,EBS only,Yes,2.0349
c6i.12xlarge,Compute optimized,48,96 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,EBS only,Yes,2.04
c5.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Platinum 8275L,64-bit,,NA,12 Gigabit,EBS only,Yes,2.04
m5a.12xlarge,General purpose,48,192 GiB,AMD EPYC 7571,64-bit,,NA,10 Gigabit,EBS only,Yes,2.064
c5ad.12xlarge,Compute optimized,48,96 GiB,AMD EPYC 7R32,64-bit,,NA,12 Gigabit,2 x 900 NVMe SSD,Yes,2.064
c6gn.12xlarge,Compute optimized,48,96 GiB,AWS Graviton2 Processor,64-bit,,NA,75 Gigabit,EBS only,Yes,2.0736
m6a.12xlarge,General purpose,48,192 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,2.0736
c9g.12xlarge,Compute optimized,48,96.0 GiB,AWS Graviton5 Processor,64-bit,,NA,25 Gigabit,EBS only,Yes,2.08656
m8id.8xlarge,General purpose,32,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,1 x 1900 NVMe SSD,Yes,2.08832
r5ad.8xlarge,Memory optimized,32,256 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,2 x 600 NVMe SSD,Yes,2.096
d3en.4xlarge,Storage optimized,16,64 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,8 x 14000 HDD,Yes,2.103
r8i-flex.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,2.11152
r7i.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,12500 Megabit,EBS only,Yes,2.1168
r4.8xlarge,Memory optimized,32,244 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,10 Gigabit,EBS only,Yes,2.128
c8i-flex.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 22500 Megabit,EBS only,Yes,2.13648
c7i.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,18750 Megabit,EBS only,Yes,2.142
m8g.12xlarge,General purpose,48,192 GiB,AWS Graviton4 Processor,64-bit,,NA,22.5 Gigabit,EBS only,Yes,2.15424
m6gd.12xlarge,General purpose,48,192 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,2 x 1425 NVMe SSD,Yes,2.1696
g4dn.8xlarge,GPU instance,32,128 GiB,Intel Xeon Family,64-bit,1,16 GB,50 Gigabit,900 GB NVMe SSD,Yes,2.176
m5dn.8xlarge,General purpose,32,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,2 x 600 NVMe SSD,Yes,2.176
c6g.16xlarge,Compute optimized,64,128 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,EBS only,Yes,2.176
c8ib.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,33.333 Gigabit,EBS only,Yes,2.17728
c8in.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,2.17728
r7gd.8xlarge,Memory optimized,32,256 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,2.1773
c7gd.12xlarge,Compute optimized,48,96 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,2 x 1425 NVMe SSD,Yes,2.1773
r8i.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,EBS only,Yes,2.22272
m6in.8xlarge,General purpose,32,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,2.22768
z1d.6xlarge,Memory optimized,24,192 GiB,Intel Xeon Platinum 8151,64-bit,,NA,10 Gigabit,1 x 900 NVMe SSD,Yes,2.232
g6e.2xlarge,GPU instance,8,64 GiB,AMD EPYC 7R13 Processor,64-bit,1,48 GB,Up to 20 Gigabit,1 x 450 GB NVMe SSD,Yes,2.24208
c8i.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,EBS only,Yes,2.24904
g3.8xlarge,GPU instance,32,244 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,2,16 GB,10 Gigabit,EBS only,Yes,2.28
m7i-flex.12xlarge,General purpose,48,192 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 18750 Megabit,EBS only,Yes,2.29824
c5d.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Platinum 8275L,64-bit,,NA,12 Gigabit,2 x 900 NVMe SSD,Yes,2.304
m5.12xlarge,General purpose,48,192 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,EBS only,Yes,2.304
m6i.12xlarge,General purpose,48,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,EBS only,Yes,2.304
r5d.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,2 x 600 NVMe SSD,Yes,2.304
is4gen.4xlarge,Storage optimized,16,96 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,2 x 7500 SSD,Yes,2.3052
c7g.16xlarge,Compute optimized,64,128 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,2.32
m8gb.8xlarge,General purpose,32,128 GiB,AWS Graviton4 Processor,64-bit,,NA,66.667 Gigabit,EBS only,Yes,2.328
m8gn.8xlarge,General purpose,32,128 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,2.328
m9g.12xlarge,General purpose,48,192 GiB,AWS Graviton5 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,2.34816
r8gd.8xlarge,Memory optimized,32,256 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,2.35136
c8gd.12xlarge,Compute optimized,48,96 GiB,AWS Graviton4 Processor,64-bit,,NA,22500 Megabit,3 x 950 NVMe SSD,Yes,2.35152
r5n.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,EBS only,Yes,2.384
r5b.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,10 Gigabit,EBS only,Yes,2.384
m8i-flex.12xlarge,General purpose,48,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 22500 Megabit,EBS only,Yes,2.4132
r6id.8xlarge,Memory optimized,32,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,1 x 1900 NVMe SSD,Yes,2.4192
c6id.12xlarge,Compute optimized,48,96 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,2 x 1425 NVMe SSD,Yes,2.4192
m7i.12xlarge,General purpose,48,192 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,18750 Megabit,EBS only,Yes,2.4192
r6g.12xlarge,Memory optimized,48,384 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,EBS only,Yes,2.4192
r7a.8xlarge,Memory optimized,32,256 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,2.4344
gr6.8xlarge,GPU instance,32,256 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,25 Gigabit,2 x 450 GB NVMe SSD,Yes,2.4464
g5.8xlarge,GPU instance,32,128 GiB,AMD EPYC 7R32,64-bit,1,24 GB,25 Gigabit,1 x 900 GB NVMe SSD,Yes,2.448
c6a.16xlarge,Compute optimized,64,128 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,2.448
c6gd.16xlarge,Compute optimized,64,128 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,2 x 1900 NVMe SSD,Yes,2.4576
c7a.12xlarge,Compute optimized,48,96 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,2.46336
c5a.16xlarge,Compute optimized,64,128 GiB,AMD EPYC 7R32,32-bit or 64-bit,,NA,20 Gigabit,EBS only,Yes,2.464
m6g.16xlarge,General purpose,64,256 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,EBS only,Yes,2.464
i4g.8xlarge,Storage optimized,32,256 GiB,AWS Graviton2 Processor,64-bit,,NA,18750 Megabit,2 x 3750 SSD,Yes,2.47104
m5ad.12xlarge,General purpose,48,192 GiB,AMD EPYC 7571,64-bit,,NA,10 Gigabit,2 x 900 NVMe SSD,Yes,2.472
m8azn.6xlarge,General purpose,24,96 GiB,AMD EPYC 9575F,64-bit,,NA,50 Gigabit,EBS only,Yes,2.47752
i3.8xlarge,Storage optimized,32,244 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,10 Gigabit,4 x 1900 NVMe SSD,Yes,2.496
g7.2xlarge,GPU instance,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,1,32 GB,Up to 60 Gigabit,1x440 GB NVMe SSD,Yes,2.52
m8i.12xlarge,General purpose,48,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,EBS only,Yes,2.54016
m6idn.8xlarge,General purpose,32,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,1 x 1900 NVMe SSD,Yes,2.54592
c8g.16xlarge,Compute optimized,64,128 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,2.55232
r8a.8xlarge,Memory optimized,32,256 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,15000 Megabit,EBS only,Yes,2.55616
m7gd.12xlarge,General purpose,48,192 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,2 x 1425 NVMe SSD,Yes,2.5628
c9gd.12xlarge,Compute optimized,48,96.0 GiB,AWS Graviton5 Processor,64-bit,,NA,25 Gigabit,3 x 950 NVMe SSD,Yes,2.5632
r7g.12xlarge,Memory optimized,48,384 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,2.5704
c8a.12xlarge,Compute optimized,48,96 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,2.58648
g2.8xlarge,GPU instance,32,60 GiB,Intel Xeon E5-2670 (Sandy Bridge),64-bit,4,NA,High,2 x 120 SSD,No,2.6
m7g.16xlarge,General purpose,64,256 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,2.6112
r3.8xlarge,Memory optimized,32,244 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,10 Gigabit,2 x 320 SSD,No,2.66
r8id.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,1 x 1900 NVMe SSD,Yes,2.66112
c8id.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,1 x 2850 NVMe SSD,Yes,2.66112
r5dn.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,2 x 600 NVMe SSD,Yes,2.672
x2gd.8xlarge,Memory optimized,32,512 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,1 x 1900 SSD,Yes,2.672
m8in.8xlarge,General purpose,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,2.67328
m8ib.8xlarge,General purpose,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,33.33 Gigabit,EBS only,Yes,2.67328
m5d.12xlarge,General purpose,48,192 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,2 x 900 NVMe SSD,Yes,2.712
r5a.12xlarge,Memory optimized,48,384 GiB,AMD EPYC 7571,64-bit,,NA,10 Gigabit,EBS only,Yes,2.712
i3en.6xlarge,Storage optimized,24,192 GiB,Intel Xeon Platinum 8175,64-bit,,NA,25 Gigabit,2 x 7500 NVMe SSD,Yes,2.712
c7i-flex.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 25000 Megabit,EBS only,Yes,2.7132
c6i.16xlarge,Compute optimized,64,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,EBS only,Yes,2.72
c6in.12xlarge,Compute optimized,48,96 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,EBS only,Yes,2.7216
r6a.12xlarge,Memory optimized,48,384 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,2.7216
c8ine.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,2.7216
g5g.16xlarge,GPU instance,64,128 GiB,AWS Graviton2 Processor,64-bit,2,32 GB,25 Gigabit,EBS only,Yes,2.744
i8g.8xlarge,Storage optimized,32,256 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 25 Gigabit,2 x 3750GB,Yes,2.7456
i4i.8xlarge,Storage optimized,32,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,2 x 3750 NVMe SSD,Yes,2.746
m5a.16xlarge,General purpose,64,256 GiB,AMD EPYC 7571,64-bit,,NA,12 Gigabit,EBS only,Yes,2.752
c5ad.16xlarge,Compute optimized,64,128 GiB,AMD EPYC 7R32,64-bit,,NA,20 Gigabit,2 x 1200 NVMe SSD,Yes,2.752
d2.4xlarge,Storage optimized,16,122 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,High,12 x 2000 HDD,No,2.76
c6gn.16xlarge,Compute optimized,64,128 GiB,AWS Graviton2 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,2.7648
r6gd.12xlarge,Memory optimized,48,384 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,2 x 1425 NVMe SSD,Yes,2.7648
m6a.16xlarge,General purpose,64,256 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,2.7648
m8gd.12xlarge,General purpose,48,192 GiB,AWS Graviton4 Processor,64-bit,,NA,22500 Megabit,3 x 950 NVMe SSD,Yes,2.76768
m7a.12xlarge,General purpose,48,192 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,2.78208
c9g.16xlarge,Compute optimized,64,128.0 GiB,AWS Graviton5 Processor,64-bit,,NA,34 Gigabit,EBS only,Yes,2.78208
r6in.8xlarge,Memory optimized,32,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,EBS only,Yes,2.78928
r8g.12xlarge,Memory optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,22.5 Gigabit,EBS only,Yes,2.82768
c8gb.12xlarge,Compute optimized,48,96 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,2.844
c8gn.12xlarge,Compute optimized,48,96 GiB,AWS Graviton4 Processor,64-bit,,NA,150 Gigabit,EBS only,Yes,2.844
i8ge.6xlarge,Storage optimized,24,192 GiB,AWS Graviton4 Processor,64-bit,,NA,37.5 Gigabit,2 x 7500 NVMe SSD,Yes,2.8476
m6id.12xlarge,General purpose,48,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,2 x 1425 NVMe SSD,Yes,2.8476
c8i-flex.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 30000 Megabit,EBS only,Yes,2.84864
